created_at,id,full_text,entities,is_quote_status,retweet_count,favorite_count,possibly_sensitive,keyword,location,hashtags_count,city,province,country,sentiment
Tue Dec 22 21:16:13 +0000 2020,1.34149276522663e+18,I’m also waiting for the “I got the vaccine so someone would touch me posts.” #CovidVaccine #covid19,"['CovidVaccine', 'covid19']",FALSE,0.0,0.0,,Covid19 vaccine,,2.0,,,,neu
Tue Dec 22 01:43:28 +0000 2020,1.34119763367142e+18,The BEST video I’ve seen that fully explains how &amp; why the vaccine will work. Please share this so people can see how this vaccine 💉🦠 against the #COVID19 virus can literally save lives🙏🏻😁 Ignorance kills. #320KDeadAmericans,"['COVID19', '320KDeadAmericans']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,"Westminster, CA",2.0,Westminster,CA,United States,pos
Tue Dec 22 20:54:37 +0000 2020,1.34148733004617e+18,Good to see  get her #COVID19 vaccine,['COVID19'],FALSE,2.0,7.0,FALSE,Covid19 vaccine,Virginia,1.0,,VA,United States,pos
Tue Dec 22 14:59:33 +0000 2020,1.34139797208975e+18,"Trump has tendency to grab things don’t belong to him. 

Daddy’s $, friends’ SAT score, young ladies and housewives. In biz people’s $ and properties. Then GOP ideals to scam $ and covid19 vaccine.

And as his final act, he grabs Statue of Liberty by the p****.  #LibertyOffender",['LibertyOffender'],FALSE,2.0,10.0,,Covid19 vaccine,,1.0,,,,neg
Tue Dec 22 01:21:55 +0000 2020,1.34119220767669e+18,"#ThisIsOurShot #dietitians  #essentialworkers #frontlineworkers #vitalAF #builduprdns  
Dietitians work in hospitals, clinics and LTC getting vaccinated w/ #COVID19 vaccine because #VaccinesWork","['ThisIsOurShot', 'dietitians', 'essentialworkers', 'frontlineworkers', 'vitalAF', 'builduprdns', 'COVID19', 'VaccinesWork']",FALSE,0.0,7.0,FALSE,Covid19 vaccine,"North Carolina, USA",8.0,,NC,United States,neu
Tue Dec 22 21:15:34 +0000 2020,1.3414926011119e+18,NWT vaccination plan coming in January; Moderna vaccine could be approved 'in days': GNWT leaders #NWT #GNWT #health #covid19 #holidays #vaccine,"['NWT', 'GNWT', 'health', 'covid19', 'holidays', 'vaccine']",FALSE,0.0,2.0,FALSE,Covid19 vaccine,Northern Canada,6.0,,,Canada,neu
Tue Dec 22 15:39:03 +0000 2020,1.34140791217503e+18,"watching posts on #COVID19 vaccines-see some people unwilling to be full on #antivax but instead post things to seed #antivax responses:
-'Were the trials long enough?'
-'What kinds of reactions/side effects are people having?'
-'Anyone else concerned about mRNA vaccine?'","['COVID19', 'antivax', 'antivax']",FALSE,1.0,1.0,FALSE,Covid19 vaccine,"North Carolina, USA",3.0,,NC,United States,neu
Tue Dec 22 21:15:22 +0000 2020,1.34149255030631e+18,"AAMA partners ⁦ , ⁦ , and ⁦ as well as United Way Launch Universal Vaccine Access Campaign. #COVID19 #vaccine","['COVID19', 'vaccine']",FALSE,0.0,1.0,FALSE,Covid19 vaccine,"Washington, DC",2.0,,DC,United States,neu
Tue Dec 22 15:44:05 +0000 2020,1.3414091817405e+18,"To learn about Maryland’s #COVID19 vaccine distribution plan, review safety information, and get answers to frequently asked questions, visit:",['COVID19'],TRUE,9.0,9.0,FALSE,Covid19 vaccine,"Baltimore, MD",1.0,Baltimore,MD,United States,neu
Tue Dec 22 21:15:07 +0000 2020,1.34149248912819e+18,"#COVID19 vaccine rollout: Critically important that choices made, the moral justification for those choices, and the decision-making process should be communicated publicly &amp; transparently, and consistently applied, in a non-discriminatory manner.",['COVID19'],FALSE,0.0,0.0,FALSE,Covid19 vaccine,Geneva,1.0,Geneva,,Switzerland,neu
Tue Dec 22 21:15:01 +0000 2020,1.34149246170582e+18,The Southern Arizona VA Health Care System (SAVAHCS) received the Moderna COVID-19 Vaccine today following the U.S. Food and Drug Administration's Emergency Use Authorization (EUA). #COVID19,['COVID19'],FALSE,0.0,0.0,FALSE,Covid19 vaccine,"3601 S. 6th Ave, Tucson AZ",1.0,Tucson,AZ,United States,neu
Tue Dec 22 17:25:05 +0000 2020,1.34143459714239e+18,Our first doses of the #COVID19 vaccine have arrived! Health Commissioner  will give our first vaccine to a public health nurse this afternoon as we begin to distribute the vaccine in our community to protect health and prevent the spread of the virus.,['COVID19'],FALSE,5.0,28.0,FALSE,Covid19 vaccine,"Columbus, Ohio",1.0,Columbus,OH,United States,pos
Tue Dec 22 20:40:50 +0000 2020,1.34148385929739e+18,"UPDATE:  says over 12,000 healthcare workers have received the #COVID19 vaccine. Next week the state will receive: 
-23,400 #Pfizer doses
-17,700 #moderna doses to pharmacies for long care facilities  
 #arnews","['COVID19', 'Pfizer', 'moderna', 'arnews']",FALSE,4.0,8.0,,Covid19 vaccine,"Little Rock, AR",4.0,Little Rock,AR,United States,neu
Tue Dec 22 21:10:00 +0000 2020,1.34149119912385e+18,"""Giving them a jab now would cut the risk of further disruption to kids’ education""

Damian Wilson thinks teachers should have priority for the #Covid vaccine.

",['Covid'],FALSE,1.0,2.0,FALSE,Covid19 vaccine,"London, England",1.0,London,,United Kingdom,neu
Tue Dec 22 21:14:18 +0000 2020,1.34149228413562e+18,"Now that the #COVID19 vaccine is in the  scammers are targeting local residents with new, vaccine-related schemes. Beware! Click here to learn more and protect yourself:",['COVID19'],FALSE,0.0,1.0,FALSE,Covid19 vaccine,"Santa Monica, CA",1.0,Santa Monica,CA,United States,neu
Tue Dec 22 13:30:30 +0000 2020,1.34137556321948e+18,"Vaccines prevent 2-3 million deaths per year, but they are facing a new enemy: rampant misinformation.

Last month,  hosted  for a #COVID19 discussion on #vaccine diplomacy and antiscience.

Missed it? Here is the recorded video:","['COVID19', 'vaccine']",FALSE,3.0,5.0,FALSE,Covid19 vaccine,"Research Triangle Park, NC",2.0,,NC,United States,neu
Tue Dec 22 21:14:12 +0000 2020,1.34149225628981e+18,"WATCH these CRAZY vaccine company stocks perform against one another over 2020.  

Who invested in the top two? You  ?

#covid19 #stockmarket #stocks","['covid19', 'stockmarket', 'stocks']",FALSE,0.0,1.0,FALSE,Covid19 vaccine,"Austin, TX",3.0,Austin,TX,United States,neu
Tue Dec 22 11:47:05 +0000 2020,1.34134953871666e+18,#pneumonia kills more than #COVID19 but where's the rush to create a cure or a #vaccine,"['pneumonia', 'COVID19', 'vaccine']",FALSE,3.0,10.0,,Covid19 vaccine,"Praia da Luz,  Portugal ",3.0,Praia da Luz,, Portugal ,neg
Tue Dec 22 17:04:46 +0000 2020,1.34142948473879e+18,"Message to all:

We are back where we were #COVID19

Please #StaySafe 
If you have #Diabetes -keep following the rules; reduce mingling over #Christmas (sorry) and #HandFaceSpace

Take vaccine when offered

And #NHS vaccinate your staff....please","['COVID19', 'StaySafe', 'Diabetes', 'Christmas', 'HandFaceSpace', 'NHS']",TRUE,7.0,25.0,FALSE,Covid19 vaccine,Southsea,6.0,,,,neu
Tue Dec 22 21:14:01 +0000 2020,1.34149220972457e+18,It’s still not too late for a #FluShot. Read about #flu prevention during the #COVID19 pandemic here:,"['FluShot', 'flu', 'COVID19']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,"Ipswich, MA",3.0,Ipswich,MA,United States,neu
Tue Dec 22 14:35:04 +0000 2020,1.34139181160513e+18,One doc saying to me we won’t be back to normal before the summer and that assumes the mutations don’t complicate things. First everyone has to get the two doses of the #COVID19 vaccine. Then a period of time has to elapse to be sure the virus has been defeated/contained.,['COVID19'],FALSE,61.0,274.0,,Covid19 vaccine,London,1.0,,,,neu
Tue Dec 22 15:56:08 +0000 2020,1.34141221419715e+18,"Top US scientist Dr. Anthony Fauci receives a first does of #COVID19 vaccine, reports AFP",['COVID19'],FALSE,12.0,67.0,FALSE,Covid19 vaccine,"Beijing, China",1.0,Beijing,,China,neu
Tue Dec 22 21:13:26 +0000 2020,1.3414920646855e+18,"Yes, it's no coincidence that New Deal came during the rise of the USSR. I don't know if that's true today. China showed the world what was possible with crushing covid19 and the media has it so twisted that protecting people and providing a vaccine for third world is evil.",[],FALSE,0.0,1.0,,Covid19 vaccine,,0.0,,,,neg
Tue Dec 22 21:12:26 +0000 2020,1.34149181087554e+18,Federal officials said that #COVID19 vaccine distribution is now underway for inmates.,['COVID19'],FALSE,0.0,1.0,FALSE,Covid19 vaccine,San Francisco Bay Area,1.0,Bay Area,CA,United States,neu
Tue Dec 22 21:12:25 +0000 2020,1.34149180862334e+18,"In the entire world, only 4 people confirmed re-infected with Covid19. But if only temporary immunity is achieved, why would any thinking human take a chance on an unvetted vaccine? Takes at least several years to fully vet any vaccine.",[],FALSE,0.0,1.0,,Covid19 vaccine,,0.0,,,,neg
Tue Dec 22 21:11:44 +0000 2020,1.34149163443389e+18,"#jimmizetv

#DrFauci gets the #COVID19 #vaccine

#vaccines 

#coronavirus 

#pandemic","['jimmizetv', 'DrFauci', 'COVID19', 'vaccine', 'vaccines', 'coronavirus', 'pandemic']",TRUE,0.0,0.0,FALSE,Covid19 vaccine,Mableton Georgia,7.0,Mableton,GA,United States,neu
Tue Dec 22 21:11:29 +0000 2020,1.34149157397718e+18,"convited serial killer of 9 innocent women, Alfred Gaynor, would probably like to thank you for making sure he got his #COVID19 vaccine.",['COVID19'],TRUE,0.0,0.0,FALSE,Covid19 vaccine,United States,1.0,,,United States,pos
Mon Dec 21 02:08:01 +0000 2020,1.34084142435133e+18,"I’m a respiratory therapist/work with COVID19 patients directly and AOC got her vaccine before me.

That’s jacked up.",[],FALSE,43.0,452.0,,Covid19 vaccine,United States,0.0,,,United States,pos
Tue Dec 22 21:11:12 +0000 2020,1.34149150183096e+18,"When Mr Trump has to face the reality that his opinions, views and thoughts are of no interest to the majority of Americans but his ego to remain the alpha male force him into action over the vaccine rollout story pity he never saw the need for that level of action over Covid19",[],FALSE,0.0,0.0,,Covid19 vaccine,,0.0,,,,neg
Tue Dec 22 20:15:00 +0000 2020,1.34147735844476e+18,"Dr Ugur Sahin has said BioNTech has ""scientific confidence"" that the vaccine will be effective against the new #coronavirus variant, as the new form of #COVID19 shares 99% of the proteins with the previous iterations.

Read more on this story here:","['coronavirus', 'COVID19']",FALSE,26.0,68.0,FALSE,Covid19 vaccine,"London, UK",2.0,London,,United Kingdom,neu
Tue Dec 22 21:11:00 +0000 2020,1.34149145308479e+18,"Choice of priority objectives – which may vary between countries – will define strategies for allocation of #COVID19 vaccines in that country. But whichever choice is made, in a context of insufficient supplies, some will lose out.",['COVID19'],FALSE,0.0,0.0,FALSE,Covid19 vaccine,Geneva,1.0,Geneva,,Switzerland,neu
Tue Dec 22 21:10:49 +0000 2020,1.3414914076016e+18,"The 13 Biggest Lessons We Learned About The Coronavirus In 2020...
#COVID19 #health #virus #vaccine #healthcare #lockdown #covid_19 #pandemic #economy #corona covid19 #coronavirus #money #news
More Cool #Stuff:","['COVID19', 'health', 'virus', 'vaccine', 'healthcare', 'lockdown', 'covid_19', 'pandemic', 'economy', 'corona', 'coronavirus', 'money', 'news', 'Stuff']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,Press Release Distribution,14.0,,,,neu
Tue Dec 22 21:10:48 +0000 2020,1.34149140014006e+18,Read latest #COVID19 vaccine &amp; #lupus info from ⁦ RT to spread the word,"['COVID19', 'lupus']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,"Massachusetts, USA",2.0,,MA,United States,neu
Tue Dec 22 21:10:36 +0000 2020,1.34149135189293e+18,"clearly the tiers are not working, the lateral flow tests are unreliable &amp; we have to wait for the vaccine. At what point &amp; how many more deaths b4 you realise it's time for more action. Death is final! Everything else can be adapted #nationallockdown #COVID19","['nationallockdown', 'COVID19']",FALSE,0.0,0.0,,Covid19 vaccine,"Leeds, Yorkshire, UK",2.0,Leeds,,United Kingdom,neg
Tue Dec 22 21:10:33 +0000 2020,1.34149133809358e+18,"Discussing vaccine dangers on Twitter is now prohibited, so how will people learn the truth about COVID-19 vaccine side effects?",[],FALSE,0.0,0.0,FALSE,Covid19 vaccine,,0.0,,,,neg
Tue Dec 22 21:10:25 +0000 2020,1.34149130492935e+18,Another Covid19 denier gets the vaccine ahead of first responders.,[],TRUE,0.0,1.0,FALSE,Covid19 vaccine,"Blue in a Red Sea, USA",0.0,,,United States,neg
Tue Dec 22 21:10:23 +0000 2020,1.34149129674209e+18,"I saw lots of elderly people and their carers or familes coming out of my local surgery after having their #COVID19 vaccine when I went to the pharmacy tonight and I felt so, so proud. #NHS #vaccination","['COVID19', 'NHS', 'vaccination']",FALSE,0.0,12.0,,Covid19 vaccine,Yorkshire ,3.0,,,United Kingdom,pos
Tue Dec 22 20:38:35 +0000 2020,1.341483294937e+18,"Kroger has been a #COVID19 response leader since the onset of the crisis. As one of the most-accessible health care partners in the U.S., we are prepared to distribute the vaccine in collaboration with public health officials and community partners.",['COVID19'],FALSE,1.0,5.0,FALSE,Covid19 vaccine,"Cincinnati, OH",1.0,Cincinnati,OH,United States,neu
Tue Dec 22 21:10:03 +0000 2020,1.34149121491963e+18,"Will you be receiving the #COVID19 vaccine soon? We want you to #ShareYourShot with us! Snap a photo of you receiving the vaccine and share it with us by: 

1. Tagging our profile:  
2. Using the hashtags: #TakingMyShotMD and #IGotTheShotMD","['COVID19', 'ShareYourShot', 'TakingMyShotMD', 'IGotTheShotMD']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,"Maryland, USA",4.0,,MD,United States,neu
Tue Dec 22 21:10:02 +0000 2020,1.34149121025133e+18,"""This is my shot to have family dinners again.""

Olivia Tom, Emergency Department Technician at #BIDMC, received her #COVID19 vaccine to get back to spending time around the dinner table with family.

Why will you get vaccinated? Tag us with #ThisIsMyShot.","['BIDMC', 'COVID19', 'ThisIsMyShot']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,"Boston, MA",3.0,Boston,MA,United States,pos
Tue Dec 22 20:33:55 +0000 2020,1.3414821187451e+18,"Important #covid19 vaccine news for Dubai 🚨 

The Pfizer-BioNTech vaccine has been authorized for use - Govt will start a “wide and free vaccination campaign” on Wednesday
 
It is the 2nd vaccine to be made available in the UAE - the #Sinopharm vaccine was approved last month.","['covid19', 'Sinopharm']",FALSE,4.0,11.0,,Covid19 vaccine,"Dubai, UAE",2.0,Dubai,,United Arab Emirates,neu
Tue Dec 22 20:00:16 +0000 2020,1.34147365204756e+18,"The first of millions of doses of #Moderna's #COVID19 #vaccine were being prepared Saturday for shipping to locations across the #US, a top official said, hours after it was authorized for use in the hardest-hit country in the world.","['Moderna', 'COVID19', 'vaccine', 'US']",FALSE,4.0,14.0,FALSE,Covid19 vaccine,"Beijing, China",4.0,Beijing,,China,neu
Tue Dec 22 21:09:45 +0000 2020,1.34149113605829e+18,"When I get a Covid19 vaccine, it will be Pfizer’s! To hell with trump &amp; his financial gain in Moderna’s stocks!!",[],FALSE,0.0,1.0,,Covid19 vaccine,"Michigan, USA",0.0,,MI,United States,neg
Tue Dec 22 21:09:01 +0000 2020,1.34149095304405e+18,"LISTEN: Today 4:30pmET  Bonner Cohen on    discussing how hatred toward President Trump is hurting #publichealth 

#COVID20 #COVID19 #COVIDSecondWave #CovidVaccine #vaccine","['publichealth', 'COVID20', 'COVID19', 'COVIDSecondWave', 'CovidVaccine', 'vaccine']",FALSE,1.0,0.0,FALSE,Covid19 vaccine,"Washington, DC",6.0,,DC,United States,neu
Tue Dec 22 21:09:15 +0000 2020,1.34149101300582e+18,When will the world be updated if Betty White has received the #COVID19 vaccine? The world deserves answers.,['COVID19'],FALSE,0.0,0.0,,Covid19 vaccine,Florida,1.0,,FL,United States,neu
Tue Dec 22 21:09:09 +0000 2020,1.34149098815457e+18,"MrRigged has announced a smoother alternative vaccine. The new maga strength Lysol flavor Juul with kill the COVID19 in minutes...

Side effects can be:
Blindness
Internal bleeding
Sudden stop breathing
Heart attack
Or Death...
But for a ‘Very Smooth’ alternative vaccine
#COVID19",['COVID19'],FALSE,0.0,0.0,FALSE,Covid19 vaccine,United States,1.0,,,United States,neg
Mon Dec 21 22:00:00 +0000 2020,1.34114139646032e+18,"“I’m going to take it,” says Robert L. Murphy, MD, #NorthwesternMedicine infectious disease specialist. #COVIDVaccine #COVID19Vaccine #COVID19","['NorthwesternMedicine', 'COVIDVaccine', 'COVID19Vaccine', 'COVID19']",FALSE,5.0,12.0,FALSE,Covid19 vaccine,"Chicago, IL",4.0,Chicago,IL,United States,pos
Tue Dec 22 21:09:00 +0000 2020,1.34149094903009e+18,I'm happy that people are starting to get the #Covid19 vaccine but I wish the elderly who are NOT in nursing homes would be included in the same category as those who are because my (thankfully) healthy parents in their 80s would like to be visited safely too!,['Covid19'],FALSE,0.0,0.0,FALSE,Covid19 vaccine,,1.0,,,,pos
Tue Dec 22 21:09:00 +0000 2020,1.34149094702515e+18,Received first dose of Vaccine.  Let’s hope this is the beginning to the end of #COVID19 #vaccinated #VaccinesSaveLives,"['COVID19', 'vaccinated', 'VaccinesSaveLives']",FALSE,0.0,0.0,,Covid19 vaccine,"Nashville, TN",3.0,Nashville,TN,United States,pos
Tue Dec 22 21:08:32 +0000 2020,1.34149083022643e+18,"Makes one kind of wish that the Covid vaccines administered to Congress were a shot to the testicals. Probably a waste of a vaccine, but at this point it might make some people feel better. #COVID19 #WTFGOP","['COVID19', 'WTFGOP']",FALSE,0.0,1.0,,Covid19 vaccine,United States,2.0,,,United States,neg
Tue Dec 22 03:02:01 +0000 2020,1.34121740192118e+18,"My father, receiving the #covid19 vaccine! God bless our healthcare workers 🙏🙏",['covid19'],FALSE,27.0,1058.0,FALSE,Covid19 vaccine,"Los Angeles, CA",1.0,Los Angeles,CA,United States,pos
Tue Dec 22 15:15:55 +0000 2020,1.34140209161773e+18,"“We’ve all said it is nothing short of miraculous to have a safe and effective vaccine within one year of a novel virus becoming known to the world. When we needed a medical miracle, we looked to the NIH and innovative biotech companies.” -  #NIH #SleeveUp #COVID19","['NIH', 'SleeveUp', 'COVID19']",FALSE,14.0,57.0,,Covid19 vaccine,"Bethesda, Maryland, USA",3.0,Bethesda,MD,United States,pos
Tue Dec 22 21:07:32 +0000 2020,1.34149058104684e+18,"In the news: Illinois Coronavirus Updates: Next Vaccine Shipments, Essential Worker Strike  #coronavirus #COVID19 #2019ncov","['coronavirus', 'COVID19', '2019ncov']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,,3.0,,,,neu
Tue Dec 22 21:07:32 +0000 2020,1.34149058008218e+18,In the news: Bureaucratic 'black hole' awaits injury claims from coronavirus vaccine  #coronavirus #COVID19 #2019ncov,"['coronavirus', 'COVID19', '2019ncov']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,,3.0,,,,neu
Tue Dec 22 21:07:27 +0000 2020,1.34149055754215e+18,"Frameworks for #COVID19 vaccine allocation should be based on choice of priority objective/s most valued in society. Science alone cannot tell us which aim we should value most. This is a value judgement, in the domain of ethics.",['COVID19'],FALSE,0.0,0.0,FALSE,Covid19 vaccine,Geneva,1.0,Geneva,,Switzerland,neu
Tue Dec 22 20:41:03 +0000 2020,1.34148391574849e+18,"24,200 doses of Moderna vaccine is now in NH. Half will be distributed to hospitals, half will be used to launch fixed state run vaccination sites, set to open Tuesday. As for Pfizer vaccine, 3,189 front line hospital workers have received it so far. #covid19 via",['covid19'],FALSE,2.0,9.0,,Covid19 vaccine,New Hampshire,1.0,,NH,United States,neu
Tue Dec 22 21:06:55 +0000 2020,1.34149042425136e+18,"Ohhh but wait...dr fauci gave Santa the Covid19 vaccine shot so Santa is good, right?🤔 he can Santa with out a mask 😷right??",[],FALSE,0.0,1.0,,Covid19 vaccine,Michigan,0.0,,MI,United States,pos
Tue Dec 22 21:06:54 +0000 2020,1.34149042198637e+18,"So even with the vaccine available, we still can stop covid19 and the  spreading it as well?",[],FALSE,0.0,0.0,,Covid19 vaccine,,0.0,,,,neu
Tue Dec 22 09:52:16 +0000 2020,1.34132064309107e+18,"🇺🇸 President-elect  on Monday received his first dose of the #covid19 #vaccine on live television to help convince Americans the inoculations are safe 💉🦠

As  explains, #Biden took a dose of the #Pfizer vaccine hours after his wife, Jill Biden, did the same ⤵️","['covid19', 'vaccine', 'Biden', 'Pfizer']",FALSE,30.0,70.0,FALSE,Covid19 vaccine,"Paris, France",4.0,Paris,,France,neu
Tue Dec 22 21:06:26 +0000 2020,1.34149030067457e+18,Texas hospital appears to give worker fake COVID-19 vaccine shot  via  #covid19 #CoronavirusOutbreak,"['covid19', 'CoronavirusOutbreak']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,WORLDWIDE,2.0,,,,neu
Mon Dec 21 23:40:00 +0000 2020,1.34116656261132e+18,Give me the vaccine and don’t blame the ‘burbs for the latest COVID-19 outbreak. My  column today. #NorthernBeaches #nswpol   via,"['NorthernBeaches', 'nswpol']",FALSE,2.0,2.0,FALSE,Covid19 vaccine,Sydney and London,2.0,,,,pos
Tue Dec 22 21:05:56 +0000 2020,1.34149017719845e+18,Thailand has three runners in global race for COVID-19 vaccine  #thailand #coronavirus #covid19,"['thailand', 'coronavirus', 'covid19']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,Thailand,3.0,,,Thailand,neu
Tue Dec 22 21:05:50 +0000 2020,1.34149015128188e+18,President-elect Joe Biden Receives COVID-19 Vaccine  #RTmagazine #covid19 #coronavirus,"['RTmagazine', 'covid19', 'coronavirus']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,Los Angeles,3.0,Los Angeles,CA,United States,neu
Tue Dec 22 21:03:03 +0000 2020,1.34148945128607e+18,"Equitable distribution of the #COVID19 vaccine means prioritizing others putting themselves at risk to provide us with essential goods and services; and excluded populations at high risk of contracting, experiencing complications, and dying from COVID-19. #healthequity","['COVID19', 'healthequity']",FALSE,1.0,2.0,,Covid19 vaccine,Toronto,2.0,Toronto,ON,Canada,neu
Tue Dec 22 21:01:57 +0000 2020,1.3414891748185e+18,This makes me emotional after this intense year within the health system. I am so glad to see health workers who put themselves at risk to care for others getting vaccinated first. I want to ensure equitable distribution of the #COVID19 vaccine moving forward. #healthequity,"['COVID19', 'healthequity']",TRUE,1.0,5.0,FALSE,Covid19 vaccine,Toronto,2.0,Toronto,ON,Canada,pos
Tue Dec 22 21:05:08 +0000 2020,1.34148997448353e+18,Will the COVID Vaccine Work Against the New COVID Strain Seen in the UK?  #COVID19 #COVIDー19,"['COVID19', 'COVIDー19']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,"Philadelphia, PA",2.0,Philadelphia,PA,United States,neu
Tue Dec 22 21:04:59 +0000 2020,1.3414899366593e+18,Initial shipments of Moderna’s messenger #RNA #COVID19 vaccine were shipped out in the U.S. yesterday!,"['RNA', 'COVID19']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,new york,2.0,New York,NY,United States,pos
Tue Dec 22 15:42:57 +0000 2020,1.34140889692627e+18,"I said this on  morning show today but it bears repeating.

Not getting the #COVID19 vaccine doesn't mean you're not using the vaccine, you benefit from every single person who gets the shot.

It doesn't matter if you don't believe, it'll protect you anyway.",['COVID19'],FALSE,1.0,0.0,,Covid19 vaccine,"Port Hawkesbury, Nova Scotia",1.0,Port Hawkesbury,NS,Canada,pos
Tue Dec 22 17:34:54 +0000 2020,1.34143706969296e+18,Honored to represent  &amp; it’s 1500 pediatricians in answering frequently asked questions about #COVID19 vaccine. RT,['COVID19'],TRUE,1.0,7.0,FALSE,Covid19 vaccine,New York,1.0,New York,NY,United States,pos
Tue Dec 22 21:04:40 +0000 2020,1.34148985739535e+18,"Confusion reigns as companies, industries try to navigate U.S. COVID-19 vaccine rollout. #COVID19",['COVID19'],FALSE,0.0,0.0,FALSE,Covid19 vaccine,"Jacksonville, FL",1.0,Jacksonville,FL,United States,neg
Tue Dec 22 21:04:35 +0000 2020,1.34148983662935e+18,"We need to know more about the efficacy and safety of the #COVID19 vaccines, of course, but we already know enough that if you are offered the vaccine you should have it.",['COVID19'],TRUE,0.0,4.0,FALSE,Covid19 vaccine,"Cambridge, England",1.0,Cambridge,,United Kingdom,neu
Tue Dec 22 21:04:34 +0000 2020,1.34148983255672e+18,#COVID19: Dubai receives first batch of Pfizer COVID-19 vaccine shipment from Brussels #Pfizer,"['COVID19', 'Pfizer']",FALSE,0.0,1.0,FALSE,Covid19 vaccine,"UAE, Sharjah",2.0,Sharjah,,United Arab Emirates,neu
Tue Dec 22 18:22:49 +0000 2020,1.3414491280863e+18,"We deliver our 1,000th #COVID19 vaccine today to our health care heroes at 

Forward 👉🏾",['COVID19'],FALSE,5.0,40.0,FALSE,Covid19 vaccine,"Newark, NJ",1.0,Newark,NJ,United States,pos
Tue Dec 22 21:04:05 +0000 2020,1.34148971224309e+18,"No, but if we were still in the #EU, we would still be awaiting to get vaccinated; instead we've already administered the #COVID19 vaccine to 500,000 people in the #UK.

Great start! 😁","['EU', 'COVID19', 'UK']",FALSE,0.0,1.0,,Covid19 vaccine,"London, England",3.0,London,,United Kingdom,pos
Fri Dec 18 12:41:44 +0000 2020,1.33991373911041e+18,#COVID19 vaccine - mark of the beast or just biology? -,['COVID19'],FALSE,0.0,3.0,FALSE,Covid19 vaccine,"ÜT: 6.598744,3.37656",1.0,,,,neu
Thu Dec 17 09:58:55 +0000 2020,1.33951037933299e+18,"People have been asking me if we might expect the #COVID19 #vaccine to affect female #fertility. The short answer is no. The long answer is... also no, but with more details... 🧵","['COVID19', 'vaccine', 'fertility']",FALSE,363.0,1320.0,,Covid19 vaccine,"London, England",3.0,London,,United Kingdom,neu
Tue Dec 22 21:03:40 +0000 2020,1.34148960593009e+18,Game changer! #COVID19 #vaccine #CovidVaccine #CoronaVirusUpdates #coronavaccin,"['COVID19', 'vaccine', 'CovidVaccine', 'CoronaVirusUpdates', 'coronavaccin']",TRUE,0.0,0.0,FALSE,Covid19 vaccine,"Midwest, USA",5.0,,,United States,pos
Tue Dec 22 21:03:32 +0000 2020,1.3414895707944e+18,"So what happens to the lorry drivers returning to France that test positive for Covid at the Marston Airport test centre?

This is pushing towards a Covid Vaccine/Test passport. 

#COVID19 
#vaccine","['COVID19', 'vaccine']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,,2.0,,,,neu
Tue Dec 22 21:03:30 +0000 2020,1.34148956326558e+18,"Today, I took the #Pfizer #COVID19 vaccine publicly because I believe that it is a critical tool available to keep us protected. I believe leaders lead by example and tomorrow 30 of the Health Department staff will be one of the first to get vaccinated. I stand with them.","['Pfizer', 'COVID19']",FALSE,0.0,2.0,FALSE,Covid19 vaccine,"Detroit, USA",2.0,Detroit,MI,United States,pos
Tue Dec 22 21:03:25 +0000 2020,1.34148954432815e+18,The #COVID19 vaccine has made its way to #brevardcounty. Workers at  Holmes Regional Medical Center were among the first to be vaccinated. More doses are also inbound to other area hospitals.  #spacecoast #medicine #coronavirus #StopTheSpread,"['COVID19', 'brevardcounty', 'spacecoast', 'medicine', 'coronavirus', 'StopTheSpread']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,"Orlando area, FL",6.0,Orlando,FL,United States,pos
Sun Dec 20 21:50:30 +0000 2020,1.34077661681805e+18,"99.9% of humanity survive the CoVid19. The vaccine is 90% effective in the 0.01% that would have died. 

4million humans will die of hunger in 2020. The vaccine called food would have been 100% effective on those 4million. 

They have spent $100Billion in 2020 on COVID-19 vaccine",[],FALSE,71.0,321.0,,Covid19 vaccine,"Harare, Zimbabwe",0.0,Harare,,Zimbabwe,neg
Tue Dec 22 13:37:36 +0000 2020,1.34137735058015e+18,". writes to Simon Stevens saying  is receiving ""deeply worrying"" stories from doctors about unequal access to #COVID19 vaccine.",['COVID19'],FALSE,2.0,5.0,,Covid19 vaccine,London,1.0,,,,neg
